"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE"
"1469",1855,4506,0,45,3,17,35457,203037,51,19680,3,6279,1,2,16
"1470",1856,4820,0,58,0,11,20575,187632,50,6590,6,0,0,4,7
"1471",1857,1150,0,47,0,11,31392,142235,38,1500,1,0,0,1,7
"1472",1859,3776,0,34,4,13,14903,100046,31,2990,4,5403,1,5,1
"1473",1860,5322,0,50,0,12,134888,319144,45,22160,1,41742,1,4,18
"1474",1861,2773,0,56,0,16,35133,216843,65,15780,1,5369,3,0,8
"1475",1862,5253,0,40,1,12,41356,136345,13,9640,4,2951,2,8,1
"1476",1863,3321,0,40,3,16,92951,280562,25,5500,13,0,0,0,10
"1477",1865,595,0,43,0,11,40754,160597,21,9880,4,0,0,2,9
"1478",1866,4970,0,50,0,14,97670,0,26,18700,1,0,0,0,14
"1479",1868,5987,0,33,1,0,0,58710,24,11190,6,1332,2,6,13
"1480",1869,4347,0,39,2,12,35362,0,38,8940,7,2610,3,0,7
"1481",1870,979,3,56,3,18,67745,288257,35,13870,1,5691,2,9,11
"1482",1871,2964,0,35,2,10,71827,193298,46,22460,3,6029,1,7,10
"1483",1872,3396,0,45,0,13,65442,209679,33,22420,1,27497,1,1,8
"1484",1873,3745,0,49,0,11,51371,208185,64,23360,6,4963,3,3,7
"1485",1874,4910,0,33,2,0,0,0,10,13930,10,2711,2,5,10
"1486",1875,2444,0,22,3,10,3461,0,13,9360,1,0,0,7,7
"1487",1877,4740,0,45,0,13,8027,0,55,35500,4,4600,2,2,1
"1488",1878,1153,2,41,2,0,0,0,19,11100,1,0,0,3,17
"1489",1879,2639,1,48,1,11,84042,263403,55,6300,4,4596,1,2,20
"1490",1882,3231,0,53,0,15,55659,235880,70,12370,11,0,0,1,1
"1491",1883,5434,2,45,2,12,61705,217907,68,16710,3,3618,3,0,1
"1492",1884,2662,0,39,2,10,30618,157285,44,8460,4,6403,2,4,1
"1493",1885,2462,1,48,1,14,12981,142714,40,7600,4,11681,2,5,14
"1494",1886,594,0,35,2,17,50879,217901,60,17890,3,0,0,0,13
"1495",1887,714,0,24,4,12,803,114965,69,3980,7,1391,2,0,6
"1496",1888,1107,0,51,0,11,51041,0,41,20580,1,0,0,3,17
"1497",1889,5700,1,43,2,11,37520,157574,19,9550,6,1459,2,0,7
"1498",1890,3698,0,41,0,13,57615,181310,37,18510,4,9986,1,2,9
"1499",1892,8671,0,42,0,9,44059,206758,62,5800,4,0,0,2,1
"1500",1893,23139,0,59,0,12,55693,99549,40,22930,6,7089,3,4,4
"1501",1896,4168,0,39,0,10,116247,0,25,1500,13,0,0,2,8
"1502",1897,5097,0,57,0,12,70400,0,16,30390,17,0,0,0,10
"1503",1898,7111,0,49,0,6,61068,0,21,22780,1,1105,1,5,1
"1504",1899,4290,0,40,0,9,103903,0,57,15020,6,8921,1,6,14
"1505",1900,4666,0,59,0,11,39099,154311,23,21070,6,0,0,0,8
"1506",1902,8521,0,57,0,13,119975,339052,40,13500,10,0,0,0,13
"1507",1903,7442,2,39,3,13,26694,133159,13,9210,6,6848,1,0,1
"1508",1904,1741,0,51,0,4,67954,0,53,22440,7,8419,3,3,17
"1509",1906,1972,0,52,0,14,15512,117398,52,26920,10,0,0,2,7
"1510",1907,8712,2,58,2,11,89240,287331,58,10420,1,4528,5,3,22
"1511",1908,4390,1,41,2,13,65885,0,51,8090,10,0,0,2,8
"1512",1909,3643,0,49,0,13,51677,0,32,19390,6,0,0,2,1
"1513",1910,1264,0,51,0,7,78329,255810,15,37070,4,996,3,1,11
"1514",1911,3141,0,59,0,14,45594,0,31,12570,4,9015,1,0,9
"1515",1913,2641,1,50,1,11,116927,0,58,6300,1,0,0,7,12
"1516",1914,4448,0,31,4,12,41855,197553,24,14330,11,0,0,0,1
"1517",1915,4906,0,58,0,8,4334,0,38,7730,11,3229,2,5,13
"1518",1916,4970,0,59,0,9,81254,0,14,20630,3,4562,1,0,12
"1519",1917,5072,0,37,0,6,16069,137554,50,10530,12,1089,2,1,5
"1520",1919,6663,0,46,0,14,48284,180887,49,10880,3,28621,2,2,1
"1521",1920,3270,0,42,0,10,78883,239377,34,13590,1,0,0,3,1
"1522",1922,23154,0,39,3,7,36154,0,35,10140,6,0,0,0,10
"1523",1925,8861,0,44,0,0,0,0,40,5900,13,8054,1,0,7
"1524",1926,5300,0,37,2,8,82971,240550,40,5200,10,5760,4,6,13
"1525",1927,602,0,50,0,6,40681,192334,32,1500,1,9111,3,1,10
"1526",1928,5063,0,44,3,16,5409,97653,30,9390,4,8339,2,4,3
"1527",1929,4748,0,41,2,12,9785,92435,41,16130,4,7663,2,4,1
"1528",1930,1643,0,39,0,11,215158,0,34,20520,1,0,0,2,17
"1529",1932,2865,0,51,0,9,55659,207968,48,12990,10,5638,1,1,7
"1530",1933,5642,0,25,1,11,23245,0,47,7410,7,965,2,4,7
"1531",1934,1619,1,40,2,9,67295,220104,44,19620,14,0,0,1,12
"1532",1935,6961,0,34,2,12,55353,203703,41,4800,10,1536,2,0,6
"1533",1936,2746,0,51,0,11,49451,0,43,11550,4,6079,1,2,7
"1534",1937,2351,0,28,0,0,0,0,49,4300,6,52102,2,6,10
"1535",1938,5065,0,52,0,9,100099,262480,35,17860,4,33326,3,1,19
"1536",1939,3350,0,42,0,13,43301,163397,27,23340,6,10718,3,8,1
"1537",1940,18856,0,38,2,9,122439,0,32,24900,9,0,0,0,11
"1538",1942,4691,0,48,0,12,73342,0,34,31440,1,0,0,0,1
"1539",1943,11802,0,53,0,12,58319,206406,13,23710,10,1429,2,2,15
"1540",1944,18774,0,36,1,9,72167,0,24,8720,4,2481,3,0,14
"1541",1945,3238,0,54,0,13,65825,237062,48,8080,4,2658,2,0,9
"1542",1946,2106,0,57,0,15,162818,427325,33,36350,9,8456,2,3,16
"1543",1947,2112,0,43,0,9,12953,0,30,2800,1,1354,2,0,10
"1544",1948,2668,0,49,0,12,44497,0,39,14990,9,0,0,0,1
"1545",1949,3043,0,47,0,7,30229,146062,27,6200,4,2849,2,3,7
"1546",1952,677,0,33,3,14,6607,0,9,15770,1,0,0,0,1
"1547",1953,1897,1,38,2,0,0,0,17,5300,1,2185,2,4,5
"1548",1955,1737,0,40,0,12,31162,0,9,6100,6,10224,1,3,1
"1549",1956,5003,0,27,3,0,0,0,16,20510,11,4570,3,7,8
"1550",1957,5400,1,42,4,0,0,93311,51,9090,16,6195,2,0,1
"1551",1958,2144,1,37,2,13,35718,145487,36,8770,4,0,0,4,1
"1552",1959,724,0,31,1,12,54909,207205,33,6990,1,0,0,3,4
"1553",1960,7291,3,45,3,6,29955,86034,33,11510,1,4436,2,1,1
"1554",1962,49180,0,25,1,10,35714,0,25,12710,3,2083,3,6,1
"1555",1963,4208,0,51,0,8,74343,222957,52,44130,7,5689,2,0,18
"1556",1964,6607,0,48,0,9,77344,242830,12,24680,7,3319,3,2,1
"1557",1965,3393,1,43,1,12,33888,0,22,9190,4,2982,1,5,5
"1558",1967,3281,0,46,0,9,63990,228402,38,8410,1,13251,2,3,10
"1559",1968,2580,0,45,0,9,0,144646,16,16800,4,6524,1,1,12
"1560",1969,7911,0,50,0,8,93870,286090,60,27140,7,5841,2,3,1
"1561",1970,2746,0,38,0,9,21001,110313,50,14990,1,6055,1,5,9
"1562",1971,960,0,34,1,0,0,0,17,4900,1,0,0,3,9
"1563",1972,2468,0,38,0,9,71179,226918,19,17560,3,0,0,5,7
"1564",1973,1856,0,45,2,13,21335,0,21,8130,3,7852,1,10,1
"1565",1974,6387,0,28,0,7,23553,0,38,18820,1,0,0,2,20
"1566",1975,7145,0,46,1,9,49680,228046,50,6100,3,2986,3,0,5
"1567",1976,5126,0,54,0,6,52206,188403,36,12120,4,1520,3,8,5
"1568",1977,6988,0,46,0,14,39833,0,53,14620,7,2476,2,5,1
"1569",1978,1696,1,38,1,11,105307,281950,39,30260,1,5255,2,3,8
"1570",1980,58851,1,56,2,13,67783,245496,29,23520,5,0,0,4,11
"1571",1981,6261,2,37,2,9,116092,0,51,33760,1,2491,2,7,9
"1572",1983,3022,0,40,0,14,61105,158995,23,13780,10,5014,4,0,22
"1573",1984,2819,0,43,0,11,69071,214053,29,13400,6,0,0,1,12
"1574",1985,3976,0,33,2,12,60707,208744,43,10870,1,2714,2,3,12
"1575",1986,8378,0,54,0,9,59961,200803,50,19440,1,3152,2,7,13
"1576",1988,7491,3,41,3,14,73581,237829,12,8860,4,2680,1,9,11
"1577",1989,5847,1,37,3,13,88137,256436,52,17680,4,25208,2,0,14
"1578",1990,5458,0,44,3,14,53303,207701,43,11230,1,4444,2,3,8
"1579",1991,7199,3,43,3,10,36436,0,46,31000,1,0,0,5,1
"1580",1992,6093,0,54,0,12,52722,0,55,21390,6,0,0,0,1
"1581",1993,4477,0,50,0,13,42226,211402,61,6500,9,43963,2,0,1
"1582",1994,1700,0,35,0,8,96291,0,46,14320,15,3597,2,5,5
"1583",1995,1443,0,34,2,0,0,0,26,4900,7,0,0,2,1
"1584",1996,4386,0,19,0,5,3871,76851,49,3790,10,0,0,4,5
"1585",1998,1137,0,37,2,12,158489,415676,58,5200,1,0,0,1,16
"1586",1999,3211,0,43,4,0,0,0,44,14080,6,3073,1,1,7
"1587",2000,4623,2,40,3,14,58914,0,14,16220,1,9216,2,2,10
"1588",2001,5761,0,46,0,12,38388,0,33,14480,17,12192,3,7,1
"1589",2002,5181,1,45,3,12,80127,223205,48,29850,8,10931,1,3,9
"1590",2003,5082,0,34,4,0,0,0,58,11730,7,38888,2,9,1
"1591",2005,3982,0,55,0,12,164848,0,24,38200,1,1657,2,4,12
"1592",2006,4878,0,34,4,13,16436,127447,44,23320,1,3939,3,0,3
"1593",2007,2121,0,32,0,11,84255,260802,50,16050,1,2253,1,4,20
"1594",2008,3857,0,39,3,14,51524,0,41,10550,4,8454,3,7,1
"1595",2009,6850,0,23,1,10,13991,117778,23,10960,10,0,0,1,7
"1596",2010,5176,0,51,0,13,18273,0,56,6600,10,959,1,5,1
"1597",2012,779,3,36,3,10,60589,0,16,11160,10,0,0,2,7
"1598",2013,4626,0,53,0,13,48144,0,36,12640,7,0,0,3,10
"1599",2014,9605,0,43,0,11,45416,146899,15,10340,1,0,0,3,6
"1600",2016,3667,0,38,0,9,62290,223013,22,14640,11,0,0,0,9
"1601",2017,8138,0,34,3,0,0,0,44,31810,6,1157,3,0,1
"1602",2018,7106,0,36,0,0,0,50322,5,12270,10,7635,3,4,1
"1603",2019,5759,0,38,0,13,23711,0,24,7670,10,3158,3,5,9
"1604",2020,5866,0,45,0,15,65166,254586,41,11500,3,38411,1,0,15
"1605",2021,5831,0,36,1,10,75263,207877,45,16560,1,0,0,3,12
"1606",2022,4059,0,46,0,5,136371,0,25,27540,1,21880,2,3,8
"1607",2023,4136,1,43,2,10,41796,0,20,17750,10,0,0,0,1
"1608",2024,361,0,48,0,0,0,0,37,6300,6,2460,1,3,12
"1609",2026,1220,0,27,3,0,0,0,17,22500,1,0,0,5,14
"1610",2027,23642,0,36,0,11,158,0,33,9850,1,0,0,3,9
"1611",2028,4629,1,58,2,14,36626,0,34,19790,3,0,0,4,10
"1612",2029,4797,0,53,0,12,25972,97541,21,10860,1,2457,2,4,6
"1613",2030,1751,2,44,2,11,104682,0,38,25950,7,8543,2,8,7
"1614",2031,840,0,60,0,12,77658,272962,64,15270,7,7705,1,7,18
"1615",2032,3659,0,40,0,11,62849,225934,41,11780,1,0,0,3,8
"1616",2037,4093,0,34,1,11,98273,295335,22,28190,4,0,0,1,11
"1617",2038,9769,0,34,3,15,26777,0,5,4900,3,1620,1,7,6
"1618",2039,3489,0,36,2,11,93067,0,51,10810,1,0,0,2,1
"1619",2040,31858,1,39,2,8,15790,0,24,23970,1,1849,2,5,8
"1620",2041,1875,0,30,1,13,20631,110165,45,4630,3,0,0,0,4
"1621",2042,3226,0,49,0,13,48983,190088,38,11010,1,3767,2,0,12
"1622",2043,1139,0,40,0,10,59566,207187,15,8260,13,0,0,1,5
"1623",2044,1441,0,53,0,0,0,74994,42,21470,6,4372,3,2,5
"1624",2045,1030,2,45,2,12,48124,226555,26,10810,1,0,0,0,1
"1625",2046,5479,0,47,0,15,34132,147155,53,9610,4,5047,1,3,8
"1626",2047,7338,0,44,2,17,24469,128238,5,27450,4,0,0,4,6
"1627",2048,5792,0,39,1,7,55123,0,22,20580,11,0,0,0,5
"1628",2049,2327,0,46,0,0,0,0,43,8110,10,0,0,0,8
"1629",2050,5338,0,52,0,13,23714,121354,59,9070,1,0,0,3,8
"1630",2051,2576,0,25,4,11,49576,160042,5,6460,6,3862,2,1,16
"1631",2052,2150,0,53,0,12,27652,145983,19,21460,4,6348,1,0,6
"1632",2054,4130,0,26,1,11,42687,0,35,17200,1,0,0,6,1
"1633",2055,4665,0,41,0,9,74706,0,31,26530,1,2884,1,8,8
"1634",2056,3381,0,42,2,14,55328,0,32,11230,7,7607,4,2,10
"1635",2057,5238,0,45,0,13,8234,0,12,1650,1,0,0,3,1
"1636",2058,3544,0,26,2,12,41746,0,41,8270,10,6081,4,0,1
"1637",2061,2124,1,36,2,12,95942,0,46,14690,4,17070,2,6,19
"1638",2062,1651,0,58,0,14,2724,0,53,15220,6,20511,1,0,1
"1639",2063,2849,0,41,0,9,27521,141133,29,8350,1,536,1,0,1
"1640",2064,3335,2,41,3,11,63610,0,10,11960,15,45931,1,3,1
"1641",2065,5323,0,46,0,10,70840,0,26,17140,1,4655,2,5,1
"1642",2066,5161,0,49,0,10,73326,0,24,18430,6,27389,2,4,9
"1643",2067,4857,0,57,0,12,35436,187051,39,10100,1,0,0,4,3
"1644",2068,7843,0,62,0,12,34033,0,43,19010,10,0,0,5,1
"1645",2069,3883,0,34,3,0,0,74744,36,4900,1,0,0,0,6
"1646",2070,942,0,26,3,13,7832,58632,33,7620,11,5304,2,11,1
"1647",2071,4373,0,44,1,12,51120,0,36,26840,1,0,0,2,8
"1648",2072,2535,0,46,0,13,33953,164542,32,12040,4,0,0,0,6
"1649",2074,18955,0,45,2,12,51113,204071,68,11110,1,16558,1,0,13
"1650",2075,2939,0,56,0,10,18237,128367,12,8920,1,0,0,0,17
"1651",2076,1923,0,42,0,12,77508,217434,38,43290,3,19942,3,1,8
"1652",2077,5586,0,34,2,0,0,0,39,15890,1,4631,1,0,1
"1653",2078,1158,0,49,0,13,55447,0,5,13650,17,7062,3,0,1
"1654",2079,1562,0,34,3,8,27008,0,17,25190,1,0,0,5,7
"1655",2080,20219,0,53,0,6,67816,247605,30,22800,1,0,0,2,1
"1656",2081,4614,2,44,3,14,15385,0,38,9670,3,0,0,0,5
"1657",2082,3392,0,27,3,9,10852,0,59,10830,6,0,0,1,1
"1658",2083,7345,0,40,0,11,30069,168683,41,9460,1,0,0,1,1
"1659",2085,5005,0,39,0,12,70862,225345,48,4740,6,0,0,0,6
"1660",2086,3833,0,38,0,0,0,87708,24,20260,1,934,2,4,1
"1661",2087,4081,0,44,0,8,79899,0,25,9490,1,0,0,0,17
"1662",2088,7539,0,66,0,13,70618,263650,89,19810,6,0,0,0,13
"1663",2090,5254,0,52,0,13,43393,0,23,12890,1,10782,3,1,1
"1664",2091,5273,0,32,3,0,0,64184,51,13140,6,0,0,0,4
"1665",2093,3513,0,28,1,11,24814,103896,26,7750,4,5556,1,1,8
"1666",2094,5992,0,46,0,6,112465,0,36,24330,1,1401,1,0,14
"1667",2095,1911,0,53,0,0,0,66839,6,6800,1,0,0,1,1
"1668",2096,2976,0,35,2,12,30111,0,48,4510,6,7654,2,9,1
"1669",2097,3012,0,47,0,16,54807,183953,43,7280,1,4009,2,2,6
"1670",2098,2972,3,42,3,4,19759,0,30,15100,1,35863,2,4,8
"1671",2099,3169,0,47,0,12,28107,0,58,9010,1,8598,1,3,9
"1672",2100,3998,0,53,0,10,41924,0,81,6800,1,0,0,0,7
"1673",2101,7802,0,32,4,12,4564,0,31,13810,4,0,0,0,1
"1674",2102,4771,0,66,0,7,78458,267837,40,14910,13,3894,4,0,13
"1675",2103,4848,1,40,2,14,67700,200231,47,17430,1,6452,4,4,7
"1676",2104,53796,0,54,1,11,43673,172395,39,18690,7,0,0,1,1
"1677",2105,4927,0,42,0,13,40277,156362,46,5530,6,8942,2,6,9
"1678",2106,3758,0,26,0,10,12240,101334,21,5320,1,6094,2,0,6
"1679",2107,1331,1,41,1,11,65483,0,30,5620,17,7351,2,0,18
"1680",2108,3455,0,48,0,7,24601,128982,21,8760,1,0,0,1,10
"1681",2110,5282,1,36,2,12,32474,108745,59,8350,4,0,0,0,1
"1682",2111,2959,0,36,0,12,55353,0,44,18320,1,8143,2,1,10
"1683",2112,16916,0,57,0,13,117612,371127,24,7390,6,0,0,2,16
"1684",2113,8420,2,61,3,14,108990,0,34,37510,6,0,0,0,12
"1685",2114,6503,0,35,0,10,18047,97247,5,6950,11,0,0,1,4
"1686",2115,3161,0,48,0,9,29928,102900,18,17630,1,3826,4,2,9
"1687",2116,3801,0,50,0,9,160103,376152,29,22460,13,0,0,0,14
"1688",2117,1592,0,46,0,13,72383,224700,31,13340,10,3990,2,0,9
"1689",2118,4931,0,42,0,12,40248,175107,77,13480,1,3819,2,0,8
"1690",2119,4340,1,43,1,12,71235,0,12,17160,1,3744,2,0,6
"1691",2120,5618,0,28,2,10,23427,98357,50,7040,4,5283,4,1,1
"1692",2121,3029,0,40,0,0,0,0,46,14810,7,7846,2,2,6
"1693",2122,1538,1,45,2,12,47907,0,40,11930,7,4658,3,6,9
"1694",2123,6693,0,41,0,11,95903,285983,30,39540,1,6599,2,6,8
"1695",2124,3490,0,28,4,0,0,81076,27,4300,1,0,0,0,6
"1696",2125,2716,0,35,0,13,62971,0,36,19760,1,7908,1,10,1
"1697",2126,4363,0,35,0,10,78260,259867,57,23610,1,6011,3,9,16
"1698",2127,2922,0,32,2,0,0,0,29,7410,6,1491,2,8,1
"1699",2128,781,1,38,3,13,28065,112596,33,4310,10,30254,3,0,8
"1700",2130,3970,0,32,0,8,16720,98989,52,16700,9,45357,1,5,1
"1701",2131,8060,2,36,4,11,36844,0,38,21660,1,20731,1,7,9
"1702",2132,4953,3,45,3,14,51165,218258,45,12310,1,0,0,0,10
"1703",2133,4735,0,49,0,11,9444,0,33,6400,3,5551,2,4,7
"1704",2136,5728,0,53,0,0,0,0,22,26620,1,4504,3,2,11
"1705",2137,2313,1,56,1,17,97670,331977,34,29700,10,7238,2,0,8
"1706",2138,3969,0,47,0,16,13637,126549,50,26520,1,3431,1,1,16
"1707",2139,1114,0,50,0,13,5263,0,29,10620,11,3553,3,2,7
"1708",2140,830,1,40,2,8,47841,0,42,10280,1,9035,4,4,7
"1709",2141,5109,1,45,2,14,12106,0,44,7210,1,36236,3,2,12
"1710",2142,6023,0,27,4,15,31168,122298,58,7320,1,7582,2,1,7
"1711",2143,2411,1,45,1,15,197836,504107,15,25780,3,45436,2,1,11
"1712",2144,4249,0,33,3,12,101222,0,17,24710,9,898,1,3,13
"1713",2145,7800,0,37,3,14,26425,127470,50,9030,4,1602,2,6,6
"1714",2146,27711,0,49,0,14,39589,197001,41,14080,11,3767,3,2,8
"1715",2147,4993,0,36,0,9,79801,0,21,23110,6,0,0,2,1
"1716",2151,710,0,48,0,12,108601,320455,23,17160,17,31227,2,4,1
"1717",2152,3966,0,33,3,0,0,0,52,16670,7,1051,1,0,9
"1718",2153,2892,0,31,3,15,6393,0,50,1500,8,5540,2,5,8
"1719",2154,4138,0,29,0,11,24276,0,43,6830,1,5808,1,5,1
"1720",2155,7765,1,38,1,12,149453,390144,24,23120,6,0,0,1,6
"1721",2156,4308,0,41,2,17,21696,84618,33,9530,6,0,0,4,3
"1722",2157,31357,0,48,0,11,39285,0,26,22930,1,6367,1,7,1
"1723",2158,7861,2,45,2,9,14640,87100,37,23940,1,0,0,2,5
"1724",2159,4681,0,26,1,11,56347,201599,30,16410,10,0,0,0,1
"1725",2160,6001,0,51,0,13,106722,289522,34,17270,1,0,0,2,1
"1726",2161,4953,0,39,3,16,66525,228868,34,14000,4,0,0,1,9
"1727",2162,6190,0,39,0,11,67608,0,32,12160,1,0,0,3,9
"1728",2163,3585,0,32,0,10,24506,117746,66,18260,3,0,0,0,10
"1729",2164,7776,0,32,2,15,29206,146212,24,13390,1,4447,1,0,8
"1730",2167,19247,0,50,1,9,96013,0,52,26400,3,2243,3,0,13
"1731",2169,4903,0,57,0,8,54028,202278,28,12710,13,24458,1,1,1
"1732",2173,706,0,36,3,19,34658,191264,25,24600,4,0,0,1,1
"1733",2174,7841,0,36,3,13,66859,0,51,5470,4,0,0,0,1
"1734",2175,4192,0,39,3,14,8276,0,41,16070,1,4338,2,1,1
"1735",2177,2009,0,24,1,10,9761,92374,66,11320,10,14584,2,10,0
"1736",2178,3432,1,40,1,8,35660,0,31,5500,6,0,0,1,11
"1737",2179,3454,1,44,2,11,28045,158817,48,20450,1,0,0,4,1
"1738",2180,1853,0,48,0,14,96659,246612,61,18490,9,4906,1,0,7
"1739",2181,4198,0,35,0,9,22543,150019,32,7250,4,3002,1,0,6
"1740",2183,8284,0,44,0,12,60217,0,5,7520,8,0,0,0,12
"1741",2184,6222,1,42,3,13,156532,0,31,18060,6,785,2,4,14
"1742",2185,4753,0,50,0,12,131311,0,43,26370,7,5055,3,7,9
"1743",2186,2327,2,44,2,0,0,0,17,1500,13,0,0,4,5
"1744",2187,6001,0,58,0,13,69879,259753,33,20520,1,3120,2,6,12
"1745",2188,7505,0,43,0,10,72894,0,55,5800,4,22464,2,3,4
"1746",2190,6088,0,49,0,8,31873,123025,41,9830,12,4600,2,0,1
"1747",2192,3822,0,53,0,13,61486,0,32,24180,10,19709,3,0,10
"1748",2193,8067,1,53,1,16,63269,243277,45,6710,7,3850,4,0,11
"1749",2194,1232,0,38,2,11,42229,167121,21,23020,9,0,0,2,1
"1750",2195,7907,2,44,2,15,0,64624,40,11910,7,36386,2,2,6
"1751",2196,3331,2,62,4,19,174140,487307,20,26310,15,0,0,1,17
"1752",2198,5610,0,38,0,14,50104,241191,44,10310,21,6384,2,5,12
"1753",2199,7862,0,25,3,0,0,0,27,5950,1,0,0,3,1
"1754",2200,7833,1,44,1,11,75161,241237,48,11220,1,6367,4,5,19
"1755",2201,3682,0,37,0,11,5590,90639,27,24770,4,0,0,0,1
"1756",2205,3350,0,28,2,11,12891,86839,10,26350,1,3683,2,4,5
"1757",2207,1683,0,38,2,14,21571,109536,24,21990,1,0,0,3,1
"1758",2208,6424,0,54,0,14,60115,188846,27,8130,2,0,0,0,7
"1759",2209,5555,0,30,2,0,0,91900,60,4500,1,0,0,3,8
"1760",2210,35577,0,32,1,13,22243,0,5,19470,13,0,0,0,10
"1761",2211,3549,0,48,0,8,36954,0,37,10000,1,3654,2,3,1
"1762",2212,8584,0,49,0,0,0,0,24,6200,4,7304,3,2,1
"1763",2213,347,0,31,1,7,27439,0,26,4500,6,3923,2,0,1
"1764",2214,9249,0,38,0,9,62290,223013,22,11530,11,7003,1,2,9
"1765",2215,5779,0,33,3,14,3068,92992,35,5110,6,0,0,0,7
"1766",2216,4395,0,46,0,8,177562,0,53,22110,6,6935,1,3,19
"1767",2217,4043,0,48,1,12,80016,0,36,33550,4,0,0,0,7
"1768",2220,8696,0,46,0,8,23655,190550,40,9340,11,43381,1,4,7
"1769",2222,5648,0,27,2,13,67168,0,36,15570,6,0,0,0,9
"1770",2223,3720,0,46,0,13,66522,0,36,19860,3,28642,3,0,11
"1771",2224,1282,0,32,3,10,22901,87839,49,13200,6,0,0,1,6
"1772",2225,224,0,33,2,9,31675,159621,25,4800,4,0,0,0,1
"1773",2227,1664,0,43,0,10,36115,176491,46,11410,1,0,0,3,9
"1774",2229,2075,1,37,2,16,122598,307051,48,28800,6,6407,1,4,12
"1775",2230,1133,0,48,0,12,49551,218904,24,6300,1,6130,1,2,7
"1776",2231,4220,0,33,2,0,0,0,45,21380,11,3676,1,7,7
"1777",2233,2573,0,30,4,12,58248,0,25,14380,1,0,0,2,19
"1778",2234,5391,2,67,3,17,30182,143293,25,20610,4,0,0,2,8
"1779",2235,8116,0,44,0,9,40069,0,28,12070,10,1529,3,7,9
"1780",2237,9235,0,26,1,10,46604,164657,55,8760,4,6188,1,9,1
"1781",2238,4036,0,39,2,0,0,105472,10,5400,1,0,0,0,1
"1782",2239,4541,0,42,0,11,105796,290251,21,26880,4,20061,3,0,12
"1783",2240,1882,0,32,3,12,70298,166535,46,11730,1,5715,2,5,6
"1784",2242,3050,0,46,0,10,21238,0,39,14410,1,9513,1,3,7
"1785",2243,3278,0,48,0,10,34606,163682,59,3920,1,0,0,1,1
"1786",2244,6049,0,24,0,9,21455,0,8,6050,18,2661,3,6,5
"1787",2246,2200,0,55,0,11,39975,190228,57,11860,6,0,0,0,1
"1788",2247,8139,0,25,4,0,0,0,52,17650,11,0,0,3,1
"1789",2248,1467,0,63,0,15,42209,0,22,16850,1,7199,3,1,9
"1790",2249,2517,3,45,3,14,3532,71734,35,6350,1,11564,2,2,6
"1791",2250,6499,0,49,0,12,50295,234324,38,10390,13,2319,2,1,13
"1792",2252,8220,0,36,2,12,53169,0,44,9610,6,3698,2,5,1
"1793",2253,2528,0,32,1,10,6930,0,42,23660,4,4415,1,1,8
"1794",2254,1483,0,37,0,10,86754,0,21,13880,1,31966,3,2,13
"1795",2257,5429,0,48,0,11,11515,0,20,10230,4,0,0,2,1
"1796",2258,5424,1,45,1,14,26156,179165,48,14460,1,28959,1,0,10
"1797",2260,2927,0,55,0,2,38371,235987,44,12820,1,0,0,6,9
"1798",2261,4592,0,41,0,12,14129,0,54,15210,13,34575,2,7,6
"1799",2262,38223,1,56,1,15,88858,249331,20,5670,4,4906,2,2,19
"1800",2265,5296,0,56,0,16,38338,216395,26,2160,6,0,0,3,6
"1801",2266,1906,0,38,0,12,72551,99549,12,5720,4,15635,2,0,6
"1802",2268,5358,0,50,1,15,39861,216739,22,10490,6,0,0,0,8
"1803",2269,762,2,45,2,13,109361,306852,9,1500,1,0,0,0,16
"1804",2270,15731,0,51,0,11,48215,210209,31,10670,1,0,0,0,10
"1805",2271,3351,0,33,0,7,66604,0,29,11460,1,1552,2,3,10
"1806",2272,5354,0,27,2,11,64412,0,29,4200,6,10679,2,6,6
"1807",2274,5179,0,37,0,12,62010,0,33,7700,1,0,0,2,10
"1808",2275,2985,0,52,0,15,99963,291133,33,29850,7,6600,3,3,1
"1809",2276,18139,0,48,0,11,65240,189120,5,12040,7,5396,1,3,1
"1810",2278,4066,0,31,0,7,6249,0,9,10110,1,2511,2,2,1
"1811",2279,29227,0,40,2,14,72640,0,17,14330,1,0,0,0,14
"1812",2280,15721,1,40,3,13,137394,0,6,21690,6,30553,3,1,18
"1813",2281,2611,2,36,3,8,34503,189551,16,23790,11,39271,2,0,1
"1814",2282,2277,0,42,0,8,24076,0,43,8110,1,32580,2,5,6
"1815",2283,2380,0,47,0,0,0,0,30,6200,1,0,0,2,9
"1816",2284,7571,0,43,0,12,46671,183055,63,9400,13,0,0,3,5
"1817",2285,15846,0,43,0,11,116927,178766,51,6530,1,8487,2,3,1
"1818",2286,3774,2,39,2,12,72695,244819,53,5400,1,5346,2,2,20
"1819",2288,5273,1,43,3,15,39564,205645,30,33110,1,610,4,0,4
"1820",2290,7893,0,42,0,12,44614,210753,64,11780,1,0,0,6,11
"1821",2292,34640,0,57,0,11,113403,320542,52,24370,6,10457,2,0,11
"1822",2293,1807,0,29,1,12,24464,123024,17,6850,7,40703,2,4,7
"1823",2294,8363,0,48,0,11,151979,395160,25,38290,3,14968,1,1,18
"1824",2295,3033,0,24,1,10,55492,0,16,22330,1,0,0,3,1
